,TwittID,TextData,TweetCreatedAt,RetweetCount,TweetFavouriteCount,TweetSource,UserID,UserScreenName,UserName,UserCreatedAt,UserDescription,UserDescriptionLength,UserFollowersCount,UserFriendsCount,UserLocation,HttpCount,HashtagCount,MentionCount,TweetCount
16,1120295158690590720,@sarisinecem2 Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli… https://t.co/5hyJSott9m,2019-04-22 11:55:54,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
17,1120294967191248896,Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark et… https://t.co/PNm0N6TwLy,2019-04-22 11:55:08,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,0,207
18,1120294814573047809,@tahrikevim Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli b… https://t.co/ORNnjWUnQF,2019-04-22 11:54:32,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
19,1120294710462046209,Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark et… https://t.co/0BfOUoni0k,2019-04-22 11:54:07,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,0,207
20,1120294258412593153,Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark et… https://t.co/yL6OyQ1VAB,2019-04-22 11:52:19,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,0,207
21,1120294047384506368,@Jigolouyeol Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli… https://t.co/ACG65DLNb8,2019-04-22 11:51:29,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
22,1120293679967756289,@SenaYener45 Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli… https://t.co/VGjjzPOzid,2019-04-22 11:50:02,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
23,1120293433355264000,@amatorturkporns Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul e… https://t.co/wpz3AVMSnF,2019-04-22 11:49:03,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
24,1120293295593283585,@belginsezer3 Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli… https://t.co/yQUR8Xd44q,2019-04-22 11:48:30,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
25,1120293229465931776,@NeslihanAyan14 Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul ev… https://t.co/3LnawhTm8r,2019-04-22 11:48:14,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
26,1120293173773963264,@kadinsioglan Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli… https://t.co/J2vbJljhdr,2019-04-22 11:48:01,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
27,1120293112528736256,Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark et… https://t.co/32QFJhWQ0W,2019-04-22 11:47:46,0,0,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,0,207
28,1120293010846228481,@burdasikivar1 Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evl… https://t.co/y1ixstc7k7,2019-04-22 11:47:22,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
29,1120292924623814656,@tahrikevim Slm İstanbul’dan Murat yaş 31 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli b… https://t.co/dZLBsTSAmM,2019-04-22 11:47:01,0,1,Twitter Web App,1119864633110794240,Murat41222943,Murat 05539026587,2019-04-21 07:25:09,Slm İstanbul’dan Murat yaş 31 boy 1.70 oldukça bakımlı ve saygılı biriyim bayan sex arkadaşı arıyorum dul evli bekar fark etmez 05539026587,139,17,761,İstanbul Beylikdüzü ,1,0,1,207
30,1120293433447473158,"SEXちたい。(せーり中)
オナニーも出来ない。
せめておちんぽ舐めたい。",2019-04-22 11:49:03,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
31,1120125865155866625,今日の朝ごはんのカツサンドだよ😎❤️ https://t.co/74tt1K0ukF,2019-04-22 00:43:11,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
32,1120107205427068934,皆さんおはよぉ(*´ω｀*)ﾉ)),2019-04-21 23:29:03,0,2,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
33,1119949718736515073,"この！むちむちの足め！
なに？このつまめる肉は！！筋肉もあれば脂肪もあるじゃないの！いやだわあ(´；ω；`) https://t.co/CrResVXqCg",2019-04-21 13:03:15,0,2,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
34,1119931333285949440,"#裏垢女子

好き？ https://t.co/t3nPomAtrI",2019-04-21 11:50:11,0,3,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
35,1119595583927402498,いらまちお。おぇおぇ言っても引かない？,2019-04-20 13:36:02,0,2,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
36,1119530910607605760,今は性欲爆発してるのにただデートがしたい気分だ。せっくすなくてもただ笑いあってたい、歩いてるカップルが羨ましいわ！,2019-04-20 09:19:03,0,3,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
37,1119384693655445504,ずーっと乳首舐めていたい、、,2019-04-19 23:38:02,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
38,1119173091022733313,写真載せさせてね。 https://t.co/y9zuH2djyN,2019-04-19 09:37:12,0,4,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
39,1119014042281050114,"どういうM字がすきですか…( ´. .̫ .` )
うまく撮れなかった…
なんかＭ字って恥ずかしいよね💭

#裏垢女子 https://t.co/2Jk87ernph",2019-04-18 23:05:12,0,3,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
40,1118845895733391360,男性って朝のほうが性欲あるってほんとう？,2019-04-18 11:57:03,0,2,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
41,1118807660525178880,むらむらがすぎるので(？)過去画のせときます🤧🤧 https://t.co/PghiCUZngz,2019-04-18 09:25:07,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
42,1118664955300073472,"承認欲求が強い人ほど嫉妬深くてまだ起きてもいないことに不安になったり、意外とこれが""思い込み""なだけなのに、気付けないところが厄介。不安を言い換えるとたぶん自信のなさからきてる。嫉妬心って余計自信なくしちゃうから負の連鎖だ。",2019-04-17 23:58:03,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
43,1118449281915076609,誰のものでもないけどセックスしてる時は俺のって独占欲まるだしでキスマークいっぱいつけてほしい。,2019-04-17 09:41:03,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
44,1118296527456354304,"自分のために身綺麗にしてるのに""男受け狙ってそう""とか、すぐそういう発想になる人しんどい。",2019-04-16 23:34:03,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
45,1118144039520485377,むらむらむら。 https://t.co/zC5AKb2tiv,2019-04-16 13:28:07,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
46,1118089931920936960,おふろ🐰 https://t.co/pP1VWjTymc,2019-04-16 09:53:07,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,0,0,139
47,1117933664459984896,"わたしのこと知ってる人もどってきてほしい…(｡&gt;﹏&lt;｡)♡

#ふともも
#ちらっとさん
#裏垢女子 #裏垢男子 https://t.co/QrJd3lojqq",2019-04-15 23:32:10,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,4,0,139
48,1117728330042761216,"ちょっと性欲強めなおんなのこはだめですか？

 #裏垢女子 
#らぶりつください https://t.co/mPwOVPps9d",2019-04-15 09:56:14,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,2,0,139
49,1117572250457313282,性欲強すぎて1回戦じゃ物足りないってなる女なのでくさん虐めてくだs…,2019-04-14 23:36:02,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
50,1117352305278509057,友達と会ったあと暇だな😳,2019-04-14 09:02:03,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
51,1117202819331891206,"裏垢男子「(誰でもいいから)セックスしたい」
裏垢女子「(特定の人と)セックスしたい」
同じだけど全然違う笑笑",2019-04-13 23:08:03,0,4,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
52,1117004082491928576,"踏まれたい？？？💭 
なーんちゃって！！！（笑）

#裏垢女子 https://t.co/rPNdBfyMq5",2019-04-13 09:58:20,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
53,1116850568742559744,"おちり特集💭
今日の下着後ろが全部レースなんだよ〜？？可愛くない？？

#裏垢女子 https://t.co/ApSPGdF3z2",2019-04-12 23:48:20,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
54,1116672073349455873,学生服着ていちゃいちゃしたい、ナース服とかCA制服とか着たい,2019-04-12 11:59:03,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
55,1116636405730562048,"あたし的に過激めな写メあげていい？？💭
みんなはどんな写メ好きなのかなぁ( ´•௰•`)ネタ切れだよ（笑）！←

#裏垢女子 https://t.co/D4FpwflBsi",2019-04-12 09:37:19,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
56,1116478060793081857,"まっしろ💭💭💭

#裏垢女子 https://t.co/WU2k8Ndfkk",2019-04-11 23:08:07,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
57,1116275246330462208,"(   ᷇࿀ ᷆  )

#裏垢女子 https://t.co/UFwobVLCGX",2019-04-11 09:42:12,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
58,1116125002624057344,"最近お菓子をいっぱい食べた身体がこちらです🤦‍♀️
おっぱいにお肉つかないのにめっちゃ腹回りにつく😢（笑）
#裏垢女子 https://t.co/o8A2qelcX3",2019-04-10 23:45:11,0,1,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,1,1,0,139
59,1115909294069882880,はいっはいっ女の子手あげてーーっ🙋‍♀️,2019-04-10 09:28:02,0,0,Ar1_sa3 for iPhone,1099556638401486849,Ar1_sa3,ありっさ,2019-02-24 06:28:26,ぷっぷぷ～ん♡,7,96,111,,0,0,0,139
60,1120293432986144768,"RT @bicuriousnigga1: Them : you kissing your bf/gf after they suck your dick??? 

Me : 

#Gayporn #gay #porn #dick #ass #sex #gaydick #gays…",2019-04-22 11:49:03,414,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",0,8,1,1090
61,1120293408189419520,RT @bicuriousnigga1: Me &amp; my fav cousin having a quickie at my aunts house. 🥵 https://t.co/fqObVs9KlI,2019-04-22 11:48:57,86,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",1,0,1,1090
62,1120293369769594880,RT @bicuriousnigga1: I love thugs! Fuck me to some gangsta music! Nut everywhere and make me clean it up. I want a thug who sell drugs and…,2019-04-22 11:48:48,128,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",0,0,1,1090
63,1120293322717835264,"RT @bicuriousnigga1: Retweet if you suck dick. 🤤

#gayporn #gaysex #porn #sex #gayteen #gaysex #gayblack #gayboy #gaytwink #twink #gaytop #…",2019-04-22 11:48:36,241,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",0,12,1,1090
64,1120293274743386112,RT @MrYoLo11_11: Morning Top 🤪Got Milk?🍌💦💦💦 Now Swallow😈 https://t.co/aMo8kdoaxP,2019-04-22 11:48:25,9,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",1,0,1,1090
65,1120273282073231360,RT @supermario5050: Throwback of me fucking the weed boy https://t.co/q6TUIOpcO4,2019-04-22 10:28:58,1302,0,Twitter for Android,978987895301263360,Stew45641594,Stew,2018-03-28 13:31:17,,0,61,671,"Miami, FL/jamaica ",1,0,1,1090
